rating,title,status,pros,cons,advice,Recommend,CEO Approval,Business Outlook,Career Opportunities,Compensation and Benefits,Senior Management,Work/Life Balance,Culture & Values,Diversity & Inclusion,firm_link,date,job,index
4.0,Good first job,Former Employee,- Managers were good and helpful,- Some managers were too nit picky,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-08, Front Service Clerk,
5.0,Great place to start,"Current Employee, more than 3 years","Great pay
Nice coworkers
College reimbursement
Flexible schedule for students in HS and college",Customer service can really get boring and may push you to moving to another department or leaving,,o,o,o,5,5,5,5,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-08-28, Cashier,
4.0,Publix,Former Employee,Coworkers were friendly and helpful.,Not really any bad things to say,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-15, Sales Associate/Cashier,
5.0,Great,Former Employee,Good work environment and benefits,Nothing that I can think of,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-15, Deli Clerk,
4.0,Pharmacy technician,Former Employee,Associate only stock options worth alot,"Pay, hours, support staff, music",,x,o,r,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-15, Pharmacist,
4.0,What,"Current Employee, more than 5 years",Easy job and great pay,"No path to management, work weekends.",,v,o,v,3,4,2,3,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-10-18, Seafood Specialist,
4.0,Easy job/friendly employees,"Former Employee, more than 1 year","Base pay is above minimum wage, flexible hours",Too many employees scheduled at a time,,v,r,v,4,5,5,5,4.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-23, Front Service Clerk (Bagger),
5.0,Nice place to work,Current Employee,"Friendly, cooperative, and very supportive",Can be overwhelming if you’re not customer service oriented,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-09-30, Cashier,
5.0,Great place,"Former Employee, more than 1 year","sometimes, if not all the time, awesome","all the time, if only sometimes, it was not awesome",,v,v,v,5,5,5,5,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-01, Deli Clerk,
3.0,The job was great until new management,"Former Employee, more than 1 year",I was given a raise after every evaluation.,The management was terrible and treated associates horribly.,,o,r,r,4,5,1,2,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-14, Deli Associate,
4.0,Great high school job,"Former Employee, more than 1 year","Flexible scheduling, decent amount of shifts to pick up","Long shifts, boring side work when slow",,v,o,o,4,4,3,4,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-27, Cashier,
4.0,Great place to work,"Current Employee, more than 1 year","-Pay
-Benefits
-Coworkers have generally been great","-Dealing with the public
-Some of the managers can be power tripping",,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-09-28, Produce Clerk,
3.0,Okay first job,"Former Employee, more than 1 year","Can be hired with little to no experience or proficiencies.
Makes a okay first job if you are in high school.",You will most likely be stuck at part-time status with single digit hourly wages.,,x,r,r,2,2,5,5,4.0,,Reviews/Publix-Reviews-E613700.htm,2020-08-19, Deli Clerk,
4.0,"Great Company, demanding","Former Employee, more than 1 year",Team work mentality and cohesiveness,Long day depending on that specific day,,v,r,v,3,4,4,2,4.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-30, Grocery Clerk,
3.0,No,Current Employee,Hard to get fired at Publix,Many many many many many,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-18, Customer Service,
3.0,Oof,"Former Employee, more than 3 years",Good benefits for part time and full time,"Work schedule is never consistent 
Understaffed and overworked",,x,x,x,2,2,3,1,1.0,4.0,Reviews/Publix-Reviews-E613700.htm,2020-10-06, Stock Clerk,
5.0,Good,"Current Employee, more than 3 years","Opportunity for growth
Flexible
Challenging
Fast paced
Fun
Good management
Benefits","Long hours
Low Pay
Not fun
Not engaging
Hard work",,o,o,o,4,4,4,4,4.0,4.0,Reviews/Publix-Reviews-E613700.htm,2020-10-14, Bakery,
5.0,Loving it so far,"Current Employee, less than 1 year","Competitive pay
My manager is great
Opportunity for advancement","It is hard work, so if you’re not willing to work then the deli is not for you.",,v,r,v,5,4,4,4,4.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-02, Deli Clerk,
3.0,it was ok,Former Employee,"honestly, I don't think there were many","rude management, rude customers, crap pay",,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-08, Cashier,
4.0,Good job for college students.,"Current Employee, more than 1 year","They can schedule you around your classes, and you can take off a lot. Pay is weekly and they have tuition reimbursement.","A lot of cleaning, especially for the closing shifts.",,o,v,o,,4,,5,,,Reviews/Publix-Reviews-E613700.htm,2020-08-18, Customer Service Clerk,
5.0,Great company that cares,"Current Employee, more than 3 years","great Benefits, great Pay, great Flexibility",unwillingness to remove poor workers,,v,r,v,5,5,4,5,5.0,4.0,Reviews/Publix-Reviews-E613700.htm,2020-10-05, Deli Associate,
5.0,Typical Entry Level Job,Current Employee,flexible work schedule and great hours,having to deal with customers,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-06, Stock Clerk,
5.0,Awesome Company!,Current Employee,"Takes care of associates, pays well","Work life balance, lots of late nights",,v,o,v,5,5,5,3,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-10-06, Assistant Store Manager,
4.0,Fun when you're young,Former Employee,I met some great friends working there and it is a fairly easy job to learn. You just have to be a team player. Room for advancement since they promote from within.,Lots of young kids use this as their first job so professionalism is low.,,o,o,o,5,5,5,5,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-07-14, Cashier,
5.0,Great Company,"Current Employee, more than 1 year",Works with you to help move up within the company.,There is none to report.,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-09-30, Grocery Replenishment Specialist,
5.0,Publix,"Current Employee, more than 5 years","Great atmosphere, many advancement opportunities.",pay is lower than needed in this changing time.,,v,v,v,3,4,3,5,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-01, Deli Clerk,
5.0,Good job,Current Employee,"Flexibility 
Friendly environment 
Growing in environment","No hours sometimes
Not really much cons for me",,v,v,v,5,5,5,5,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-14, Cashier,
5.0,Amazing,Current Employee,"Pay, flexible, kind, rewarding, amazing",Staff sometimes does not work together,,v,o,v,5,5,5,5,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-09, Registration Representative,
5.0,Great place to work,"Current Employee, more than 8 years","Flexible hours, ability to move up, stock options, friendly environment","Being in your feet all day, back pain",,v,v,v,5,5,5,4,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-18, Customer Service Staff,
4.0,Great for getting experience,"Current Employee, more than 3 years",Learn a lot on the job.,Customers act like they're completely entitled to everything.,,v,r,v,,4,4,5,4.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-29, Customer Service Staff,
4.0,Great company.,"Current Employee, more than 5 years","Pay,benefits,company stock given to you,with option to purchase more.","Not many I can see,other than a roller coaster retail schedule.",,v,v,v,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-08-23, Produce Clerk,
3.0,Large Corporate Machine - distracted leadership,"Current Employee, less than 1 year","benefits
Employee treatment - to a fault","leadership
Slow to no upward mobility",,v,o,v,3,4,4,4,4.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-22, Deli Clerk,
3.0,it's a living,Former Employee,great if you're a people person,sucks if you hate people,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-09-29, Cashier,
3.0,"Promotes work, life, balance.....NOT",Current Employee,"Good benefits, if you are single.","Seems to promote younger associates, expects you to be back at work after 5 hours off the clock.",,o,r,x,2,3,2,1,4.0,,Reviews/Publix-Reviews-E613700.htm,2020-08-25, Grocery Lead,
4.0,"Good, but boring","Current Employee, more than 3 years","Usually good management, raises every 6 months","Non typical hours, hard to get promoted",,v,v,v,2,4,3,4,3.0,4.0,Reviews/Publix-Reviews-E613700.htm,2020-09-30, Cashier,
3.0,Part time,"Current Employee, more than 3 years","benefits, dental, vision, co workers can be nice","management, too many changes, favoritism",,v,v,v,3,3,3,5,4.0,2.0,Reviews/Publix-Reviews-E613700.htm,2020-10-08, Customer Service,
3.0,Pub,Former Employee,"Any Availability, Nice People, Great Subs, Holiday Pay, Stock purchase","Rude Management, Anyone Can become manager",,v,o,v,5,5,2,5,3.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-26, Grocery Clerk Part Time,
2.0,Where customers are king,"Current Employee, more than 3 years","good stock plan, upward mobility","management not kind towards elderly or disabled employees, no work/life balance, poor response to covid",,x,x,r,4,1,3,1,3.0,,Reviews/Publix-Reviews-E613700.htm,2020-08-07, Customer Service Staff,
5.0,Publix cashier,Current Employee,"Nice people 
Friendly associates
Get gift cards","Managers change fast
No discount
Short shifts sometimes",,v,v,r,5,3,3,5,3.0,3.0,Reviews/Publix-Reviews-E613700.htm,2020-10-04, Sales Associate/Cashier,
5.0,Great place to work!,Current Employee,Love working here! Great place to work,Gets busy some days But that’s all pharmacies,,o,o,o,5,4,5,4,4.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-23, Pharmacy Intern,
4.0,Good Job,"Current Employee, more than 5 years","Low responsibility.
Higher pay than usual for retail.",Retail work is rarely fun.,,v,v,v,4,4,4,3,4.0,4.0,Reviews/Publix-Reviews-E613700.htm,2020-10-07, Grocery Replenishment Specialist,
3.0,Good for first Job,"Former Employee, more than 3 years","Clean, safe, friendly, great for teens, flexible schedule",Management can be very ignorant,,v,r,v,1,2,1,3,4.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-19, Sales Associate/Cashier,
3.0,Publix,Current Employee,"There isn't much responsibility, when it comes to the variety of work.","Raises are different each time, that is if you get one.",,v,r,v,4,4,3,3,4.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-14, Front Service Clerk,
5.0,Great first job.,"Former Employee, more than 5 years",Build personal relationships with employees and customers,Little room for growth since there is so much competition for promotions.,,v,v,v,4,2,5,3,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-14, Customer Service Staff,
5.0,Truly a Pleasure,"Current Employee, more than 1 year",Genuine concern for associate growth and treat all customers like the king and queen they are,Working holidays and blackout periods,,v,v,v,5,5,5,3,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-09, Customer Service Team Leader,
3.0,Customer service,"Current Employee, more than 3 years","Flexible hours, get paid every week, $100 gift cards","Management, high stress if store is busy",,v,x,r,3,2,1,4,4.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-28, Cashier,
5.0,Great place to work,"Former Employee, more than 5 years",Everyone is like a big family,There was nothing negative for me,,v,v,v,5,5,4,5,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-29, Deli Clerk,
3.0,Working is a Pleasure,"Former Employee, more than 3 years","Great pay, clean environment, attentive managers","Strict rules, if you’re part time you literally get the minimal hours",,v,r,v,2,3,1,3,1.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-11, Cashier,
4.0,Great Place to Work,"Former Employee, more than 5 years",Development of exceptional communication and customer service skills,No cons at this time,,o,o,o,4,5,4,4,4.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-23, Associate,
3.0,It's okay,"Current Employee, more than 5 years","Flexibility in scheduling, they are willing to work around school and other priorities","Hours can vary week to week, anywhere from 35 hours one week to 16 the next. They're also known to punish people who call out by cutting hours. Many such occasions.",,v,x,v,5,3,4,4,4.0,,Reviews/Publix-Reviews-E613700.htm,2020-07-14, Grocery Clerk,
5.0,Great place to work,"Current Employee, more than 5 years","Flexible, good pay, friendly staff",There are no cons with this company,,v,v,v,5,5,5,5,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-27, Front End Cashier,
4.0,"Publix is okay, not great!","Current Employee, more than 5 years","Benefits, pay, Benefits, benefits, yeah","Upper management, no home life!!",,x,x,x,4,4,1,1,2.0,,Reviews/Publix-Reviews-E613700.htm,2020-08-24, Associate,
5.0,Pretty Good,Former Employee,Fast Friendly Open Food Hourly,Standing Customers Busy Long Shifts Walking,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-04, Deli Clerk,
5.0,Employment,Former Employee,Great company to work for,Store management Was not the best,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-06, Deli Clerk,
5.0,Produce,"Current Employee, more than 1 year","Good enviorment, ok hours, good coworkers",No cons at this time,,v,v,v,5,5,5,5,5.0,5.0,Reviews/Publix-Reviews-E613700.htm,2020-10-01, Produce Clerk,
5.0,Nice,Current Employee,Nice place to work .,Nothing wrong with the place,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-10-09, Front Service Clerk (Bagger),
4.0,Blah blah,"Former Employee, more than 10 years","Culture, money, standards, work ethic",Publix management now barely cares about you as a person.,,v,r,x,3,4,2,3,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-14, Assistant Grocery Manager,
5.0,Great Company,Current Employee,Flexible schedule and great environment to work in,None that I can think of,,o,o,o,,,,,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-27, Produce Clerk,
5.0,Why do I have to fill this out just to use your site???,Current Employee,Publix is a fantastic place to work.,"Hours are sometimes cut, making it hard to pay bills.",,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-08-24, Customer Service Representative,
5.0,Great first working experience,"Former Employee, less than 1 year",great people that train you and surround you,No flexibility or freedom in hours,,v,v,v,5,5,5,5,5.0,,Reviews/Publix-Reviews-E613700.htm,2020-09-21, Cashier/Bagger,
5.0,Good balanced atmosphere,Former Employee,Great job for any entry level individual looking to get started on a path to customer service,Didnt have very stable Scheduling,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-09-04, Cashier,
5.0,Great company,Current Employee,a great company for college students,Hours can vary due to store renovations,,o,o,o,,,,,,,Reviews/Publix-Reviews-E613700.htm,2020-09-29, Customer Service Associate,
4.0,Cashier at Publix,"Current Employee, less than 1 year",Treats employees better than other super markets,Management schedules too small of breaks,,v,r,r,3,4,3,4,4.0,,Reviews/Publix-Reviews-E613700.htm,2020-08-31, Cashier,
